Iteration	Posterior	Likelihood	Prior	mu_plumage
251000	-744.7605	-744.7518	-0.008667988	0.008667988
251500	-745.6919	-745.6838	-0.00812383	0.00812383
252000	-744.4969	-744.488	-0.008957842	0.008957842
252500	-744.3911	-744.3816	-0.009492072	0.009492072
253000	-745.6073	-745.5966	-0.01064182	0.01064182
253500	-744.51	-744.5011	-0.00893824	0.00893824
254000	-744.6414	-744.6315	-0.009933766	0.009933766
254500	-744.3744	-744.365	-0.009374765	0.009374765
255000	-744.5376	-744.5278	-0.009803228	0.009803228
255500	-744.4036	-744.3945	-0.009152044	0.009152044
256000	-744.3783	-744.3689	-0.009420593	0.009420593
256500	-744.3756	-744.3663	-0.009294493	0.009294493
257000	-744.374	-744.3646	-0.009323014	0.009323014
257500	-744.4036	-744.3945	-0.009151986	0.009151986
258000	-744.5158	-744.5069	-0.008929762	0.008929762
258500	-744.3755	-744.3661	-0.009391988	0.009391988
259000	-744.6548	-744.6461	-0.008765366	0.008765366
259500	-744.6752	-744.6665	-0.008745259	0.008745259
260000	-744.5961	-744.5862	-0.009880465	0.009880465
260500	-744.4915	-744.4826	-0.008966275	0.008966275
261000	-744.5625	-744.5537	-0.008867784	0.008867784
261500	-744.789	-744.7789	-0.01008248	0.01008248
262000	-745.319	-745.3107	-0.008302915	0.008302915
262500	-744.4249	-744.4153	-0.009598825	0.009598825
263000	-744.6432	-744.6333	-0.009935752	0.009935752
263500	-744.3886	-744.3794	-0.009208168	0.009208168
264000	-744.6391	-744.6303	-0.008781423	0.008781423
264500	-744.3798	-744.3704	-0.009432052	0.009432052
265000	-745.2005	-745.1921	-0.008367736	0.008367736
265500	-744.6131	-744.6043	-0.008809111	0.008809111
266000	-745.1236	-745.1133	-0.01034559	0.01034559
266500	-744.5897	-744.5798	-0.009872563	0.009872563
267000	-744.4975	-744.4885	-0.008957026	0.008957026
267500	-744.9123	-744.9037	-0.008550122	0.008550122
268000	-744.3872	-744.378	-0.009214251	0.009214251
268500	-746.0542	-746.0462	-0.007975073	0.007975073
269000	-746.572	-746.5609	-0.01110359	0.01110359
269500	-745.1842	-745.1738	-0.01038675	0.01038675
270000	-744.3915	-744.382	-0.009493938	0.009493938
270500	-745.0383	-745.028	-0.01028493	0.01028493
271000	-748.0748	-748.0674	-0.00736642	0.00736642
271500	-745.1052	-745.0949	-0.01033278	0.01033278
272000	-744.3781	-744.3688	-0.009269685	0.009269685
272500	-745.3031	-745.2926	-0.0104636	0.0104636
273000	-744.4468	-744.4371	-0.009648983	0.009648983
273500	-745.7213	-745.7105	-0.0107033	0.0107033
274000	-745.1519	-745.1415	-0.01036502	0.01036502
274500	-745.0156	-745.0053	-0.01026815	0.01026815
275000	-744.4405	-744.4309	-0.009635477	0.009635477
275500	-744.5871	-744.5783	-0.008838341	0.008838341
276000	-744.5401	-744.5303	-0.009806897	0.009806897
276500	-745.3899	-745.3794	-0.01051693	0.01051693
277000	-744.3813	-744.3718	-0.009441665	0.009441665
277500	-745.5619	-745.5537	-0.008182692	0.008182692
278000	-744.5226	-744.5137	-0.008920242	0.008920242
278500	-745.0281	-745.0196	-0.008471758	0.008471758
279000	-744.5278	-744.5189	-0.008913033	0.008913033
279500	-744.5289	-744.52	-0.008911471	0.008911471
280000	-745.0817	-745.0713	-0.01031618	0.01031618
280500	-744.428	-744.4189	-0.009086171	0.009086171
281000	-744.3907	-744.3815	-0.009199004	0.009199004
281500	-744.4004	-744.3909	-0.009527556	0.009527556
282000	-746.1078	-746.0969	-0.01089604	0.01089604
282500	-744.4073	-744.3981	-0.009140798	0.009140798
283000	-745.4717	-745.4612	-0.01056524	0.01056524
283500	-744.3874	-744.3779	-0.009475221	0.009475221
284000	-745.3028	-745.2923	-0.01046344	0.01046344
284500	-744.3811	-744.3716	-0.009440389	0.009440389
285000	-744.9296	-744.9211	-0.008537858	0.008537858
285500	-744.5811	-744.5722	-0.008845405	0.008845405
286000	-744.3854	-744.3759	-0.009465401	0.009465401
286500	-746.3627	-746.3549	-0.007861948	0.007861948
287000	-744.3946	-744.3851	-0.009506538	0.009506538
287500	-745.2194	-745.209	-0.01041004	0.01041004
288000	-744.9982	-744.9897	-0.00849119	0.00849119
288500	-744.6786	-744.6686	-0.009974323	0.009974323
289000	-744.421	-744.4114	-0.009588919	0.009588919
289500	-744.6923	-744.6823	-0.009988611	0.009988611
290000	-744.3978	-744.3883	-0.009518344	0.009518344
290500	-744.8545	-744.8443	-0.01014019	0.01014019
291000	-747.9349	-747.9275	-0.007401091	0.007401091
291500	-744.4336	-744.4245	-0.009073443	0.009073443
292000	-744.9235	-744.9133	-0.01019713	0.01019713
292500	-744.4472	-744.4381	-0.00904473	0.00904473
293000	-745.3521	-745.3416	-0.01049395	0.01049395
293500	-745.0315	-745.0213	-0.01027995	0.01027995
294000	-744.4949	-744.4859	-0.008961024	0.008961024
294500	-744.6792	-744.6705	-0.008741351	0.008741351
295000	-744.5411	-744.5322	-0.008895175	0.008895175
295500	-746.1211	-746.1101	-0.0109023	0.0109023
296000	-744.5005	-744.4908	-0.009747163	0.009747163
296500	-744.4739	-744.4649	-0.008995307	0.008995307
297000	-744.7199	-744.7112	-0.008703542	0.008703542
297500	-744.3959	-744.3867	-0.009178401	0.009178401
298000	-744.626	-744.6172	-0.00879517	0.00879517
298500	-744.4015	-744.3919	-0.009531288	0.009531288
299000	-744.3746	-744.3653	-0.009379521	0.009379521
299500	-744.4007	-744.3915	-0.009161528	0.009161528
300000	-744.4009	-744.3913	-0.009529256	0.009529256
300500	-744.5853	-744.5765	-0.008840456	0.008840456
301000	-747.1921	-747.1845	-0.007600025	0.007600025
301500	-744.6827	-744.6727	-0.009978646	0.009978646
302000	-744.3887	-744.3792	-0.009481533	0.009481533
302500	-745.5358	-745.5276	-0.008194936	0.008194936
303000	-744.5975	-744.5876	-0.009882205	0.009882205
303500	-745.4053	-745.3947	-0.01052611	0.01052611
304000	-745.0265	-745.0181	-0.008472741	0.008472741
304500	-744.4279	-744.4188	-0.009086551	0.009086551
305000	-744.5144	-744.5047	-0.009769072	0.009769072
305500	-747.2773	-747.266	-0.01138495	0.01138495
306000	-744.6537	-744.6438	-0.009947469	0.009947469
306500	-745.4278	-745.4196	-0.008247215	0.008247215
307000	-744.4749	-744.4659	-0.008993597	0.008993597
307500	-744.3929	-744.3834	-0.009499427	0.009499427
308000	-744.4302	-744.4211	-0.00908111	0.00908111
308500	-744.5662	-744.5563	-0.009842392	0.009842392
309000	-744.6588	-744.6501	-0.00876135	0.00876135
309500	-745.4507	-745.4401	-0.01055296	0.01055296
310000	-744.6075	-744.5986	-0.008815285	0.008815285
310500	-745.8099	-745.7991	-0.01074949	0.01074949
311000	-744.3915	-744.3823	-0.009195554	0.009195554
311500	-744.3783	-744.3688	-0.009419999	0.009419999
312000	-745.3164	-745.3059	-0.01047191	0.01047191
312500	-744.8827	-744.8742	-0.008571519	0.008571519
313000	-744.8938	-744.8852	-0.008563435	0.008563435
313500	-744.4584	-744.4487	-0.009672588	0.009672588
314000	-745.0403	-745.03	-0.01028638	0.01028638
314500	-744.3774	-744.368	-0.009412264	0.009412264
315000	-745.0684	-745.0581	-0.01030674	0.01030674
315500	-748.1204	-748.1087	-0.01168473	0.01168473
316000	-746.7428	-746.735	-0.007735455	0.007735455
316500	-745.3776	-745.3693	-0.008272512	0.008272512
317000	-744.4127	-744.4035	-0.009125241	0.009125241
317500	-744.423	-744.4139	-0.009098139	0.009098139
318000	-744.4575	-744.4478	-0.009670741	0.009670741
318500	-746.1093	-746.1013	-0.007954065	0.007954065
319000	-744.4237	-744.4146	-0.009096554	0.009096554
319500	-744.5099	-744.5009	-0.008938391	0.008938391
320000	-744.5233	-744.5135	-0.009782486	0.009782486
320500	-744.6159	-744.606	-0.00990433	0.00990433
321000	-745.0562	-745.0478	-0.008453825	0.008453825
321500	-745.1952	-745.1848	-0.01039407	0.01039407
322000	-744.7622	-744.7535	-0.008666515	0.008666515
322500	-744.9097	-744.8995	-0.01018606	0.01018606
323000	-744.5378	-744.528	-0.00980361	0.00980361
323500	-744.5105	-744.5015	-0.008937547	0.008937547
324000	-744.812	-744.8033	-0.00862564	0.00862564
324500	-744.5293	-744.5204	-0.008910973	0.008910973
325000	-746.0836	-746.0757	-0.007963789	0.007963789
325500	-744.4388	-744.4298	-0.009061987	0.009061987
326000	-744.5112	-744.5015	-0.009764107	0.009764107
326500	-744.4088	-744.3997	-0.009136248	0.009136248
327000	-744.9511	-744.9409	-0.01021901	0.01021901
327500	-744.3857	-744.3765	-0.009221825	0.009221825
328000	-744.5483	-744.5395	-0.008885679	0.008885679
328500	-744.7992	-744.7905	-0.008635917	0.008635917
329000	-745.5463	-745.5381	-0.008189972	0.008189972
329500	-744.958	-744.9478	-0.01022437	0.01022437
330000	-746.3662	-746.3584	-0.007860711	0.007860711
330500	-744.448	-744.4383	-0.009651456	0.009651456
331000	-749.0048	-748.9928	-0.01196975	0.01196975
331500	-749.2642	-749.2571	-0.007098748	0.007098748
332000	-744.3737	-744.3643	-0.009352692	0.009352692
332500	-745.0942	-745.0839	-0.01032508	0.01032508
333000	-744.383	-744.3736	-0.009452519	0.009452519
333500	-745.536	-745.5254	-0.01060208	0.01060208
334000	-744.4894	-744.4797	-0.009728902	0.009728902
334500	-744.3784	-744.3691	-0.009266997	0.009266997
335000	-745.0478	-745.0375	-0.01029181	0.01029181
335500	-744.4237	-744.4141	-0.009595673	0.009595673
336000	-744.3756	-744.3663	-0.009294502	0.009294502
336500	-744.9801	-744.9699	-0.01024143	0.01024143
337000	-744.4398	-744.4308	-0.009059862	0.009059862
337500	-744.8332	-744.8246	-0.008608969	0.008608969
338000	-744.4319	-744.4223	-0.009615936	0.009615936
338500	-745.4881	-745.4775	-0.01057473	0.01057473
339000	-744.3737	-744.3644	-0.009354708	0.009354708
339500	-747.3929	-747.3815	-0.01142807	0.01142807
340000	-745.9464	-745.9384	-0.008017288	0.008017288
340500	-744.4242	-744.4151	-0.009095325	0.009095325
341000	-744.4507	-744.4416	-0.009037768	0.009037768
341500	-744.4203	-744.4107	-0.009586893	0.009586893
342000	-744.383	-744.3738	-0.009235994	0.009235994
342500	-744.4579	-744.4482	-0.009671618	0.009671618
343000	-744.4023	-744.3928	-0.009534034	0.009534034
343500	-744.5633	-744.5544	-0.008866833	0.008866833
344000	-745.2221	-745.2117	-0.01041181	0.01041181
344500	-744.8476	-744.8375	-0.01013431	0.01013431
345000	-744.79	-744.7799	-0.01008338	0.01008338
345500	-744.4226	-744.4131	-0.009593103	0.009593103
346000	-744.3883	-744.3791	-0.009209389	0.009209389
346500	-745.1475	-745.1372	-0.01036202	0.01036202
347000	-745.8865	-745.8785	-0.00804144	0.00804144
347500	-744.5747	-744.5649	-0.009853542	0.009853542
348000	-745.5452	-745.537	-0.00819051	0.00819051
348500	-746.1524	-746.1445	-0.00793788	0.00793788
349000	-744.6442	-744.6354	-0.008776162	0.008776162
349500	-744.4828	-744.4731	-0.009717555	0.009717555
350000	-746.2861	-746.2751	-0.01097838	0.01097838
350500	-744.4282	-744.4192	-0.009085657	0.009085657
351000	-745.0321	-745.0218	-0.01028032	0.01028032
351500	-744.548	-744.5391	-0.00888619	0.00888619
352000	-745.0631	-745.0528	-0.01030292	0.01030292
352500	-744.5117	-744.5027	-0.008935773	0.008935773
353000	-744.8013	-744.7927	-0.00863419	0.00863419
353500	-744.5791	-744.5692	-0.009859191	0.009859191
354000	-744.4989	-744.4892	-0.009744561	0.009744561
354500	-745.2263	-745.2159	-0.01041453	0.01041453
355000	-744.436	-744.4269	-0.009068109	0.009068109
355500	-744.7099	-744.7012	-0.008712616	0.008712616
356000	-744.4117	-744.4021	-0.009563243	0.009563243
356500	-744.657	-744.6482	-0.008763229	0.008763229
357000	-744.4859	-744.4762	-0.00972292	0.00972292
357500	-744.3772	-744.3678	-0.009410389	0.009410389
358000	-744.7349	-744.7248	-0.01003141	0.01003141
358500	-744.4648	-744.4558	-0.009011242	0.009011242
359000	-744.656	-744.6472	-0.008764203	0.008764203
359500	-744.3858	-744.3764	-0.009467717	0.009467717
360000	-744.3755	-744.3661	-0.009391628	0.009391628
360500	-744.4483	-744.4393	-0.00904247	0.00904247
361000	-744.8836	-744.8735	-0.01016468	0.01016468
361500	-744.4509	-744.4413	-0.009657643	0.009657643
362000	-744.5346	-744.5248	-0.009798986	0.009798986
362500	-745.8675	-745.8594	-0.008049239	0.008049239
363000	-744.5081	-744.4984	-0.009759266	0.009759266
363500	-745.4057	-745.3975	-0.008258261	0.008258261
364000	-744.9868	-744.9765	-0.01024646	0.01024646
364500	-744.8618	-744.8532	-0.008587074	0.008587074
365000	-744.7631	-744.7544	-0.008665766	0.008665766
365500	-744.3738	-744.3645	-0.009327165	0.009327165
366000	-745.4943	-745.4837	-0.01057828	0.01057828
366500	-745.833	-745.8222	-0.01076133	0.01076133
367000	-745.1475	-745.1391	-0.008398367	0.008398367
367500	-746.4212	-746.4134	-0.007841627	0.007841627
368000	-744.5498	-744.54	-0.009820339	0.009820339
368500	-744.4942	-744.4852	-0.008962072	0.008962072
369000	-744.3939	-744.3844	-0.009503464	0.009503464
369500	-745.0419	-745.0335	-0.008462886	0.008462886
370000	-744.4822	-744.4725	-0.009716502	0.009716502
370500	-747.2118	-747.2042	-0.007594364	0.007594364
371000	-744.4931	-744.4841	-0.008963846	0.008963846
371500	-744.7428	-744.7328	-0.01003914	0.01003914
372000	-744.4732	-744.4635	-0.009700551	0.009700551
372500	-744.6384	-744.6285	-0.009930374	0.009930374
373000	-744.3757	-744.3664	-0.009293409	0.009293409
373500	-744.8056	-744.797	-0.008630702	0.008630702
374000	-747.3086	-747.2972	-0.01139668	0.01139668
374500	-744.5861	-744.5763	-0.009868124	0.009868124
375000	-744.5123	-744.5026	-0.009765844	0.009765844
375500	-745.45	-745.4394	-0.01055257	0.01055257
376000	-744.7919	-744.7832	-0.008641834	0.008641834
376500	-745.1519	-745.1435	-0.008395779	0.008395779
377000	-744.8375	-744.8274	-0.0101256	0.0101256
377500	-744.7599	-744.7512	-0.008668474	0.008668474
378000	-744.8869	-744.8783	-0.00856848	0.00856848
378500	-744.6331	-744.6232	-0.009924335	0.009924335
379000	-744.4152	-744.4056	-0.00957318	0.00957318
379500	-744.3737	-744.3643	-0.009353298	0.009353298
380000	-744.4719	-744.4622	-0.009698225	0.009698225
380500	-744.5647	-744.5548	-0.009840405	0.009840405
381000	-745.8511	-745.8403	-0.01077052	0.01077052
381500	-744.5434	-744.5336	-0.009811474	0.009811474
382000	-744.4146	-744.405	-0.009571552	0.009571552
382500	-744.715	-744.705	-0.01001173	0.01001173
383000	-745.7691	-745.761	-0.008090403	0.008090403
383500	-744.4107	-744.4012	-0.009560414	0.009560414
384000	-744.377	-744.3677	-0.009279369	0.009279369
384500	-744.525	-744.5152	-0.009784919	0.009784919
385000	-745.4864	-745.4782	-0.008218513	0.008218513
385500	-744.9477	-744.9375	-0.01021635	0.01021635
386000	-745.3606	-745.3501	-0.01049919	0.01049919
386500	-744.6333	-744.6246	-0.008787421	0.008787421
387000	-744.7295	-744.7195	-0.01002617	0.01002617
387500	-746.3855	-746.3776	-0.007854011	0.007854011
388000	-745.0949	-745.0846	-0.01032555	0.01032555
388500	-744.4563	-744.4473	-0.00902685	0.00902685
389000	-744.3817	-744.3722	-0.009444308	0.009444308
389500	-744.7258	-744.7158	-0.01002249	0.01002249
390000	-744.5268	-744.5179	-0.008914368	0.008914368
390500	-744.38	-744.3705	-0.009432883	0.009432883
391000	-744.3743	-744.3649	-0.009371822	0.009371822
391500	-744.8683	-744.8581	-0.01015185	0.01015185
392000	-744.4774	-744.4685	-0.008989223	0.008989223
392500	-744.5613	-744.5514	-0.009835911	0.009835911
393000	-744.3737	-744.3643	-0.00934987	0.00934987
393500	-744.3924	-744.3832	-0.009191798	0.009191798
394000	-744.486	-744.4762	-0.009723015	0.009723015
394500	-746.3206	-746.3128	-0.007876763	0.007876763
395000	-744.5031	-744.4941	-0.008948472	0.008948472
395500	-744.8346	-744.8244	-0.01012306	0.01012306
396000	-744.3907	-744.3815	-0.009199019	0.009199019
396500	-744.5711	-744.5622	-0.00885733	0.00885733
397000	-744.7151	-744.7064	-0.008707851	0.008707851
397500	-744.444	-744.435	-0.009051082	0.009051082
398000	-745.0411	-745.0308	-0.01028695	0.01028695
398500	-744.3769	-744.3677	-0.009279701	0.009279701
399000	-744.4848	-744.4759	-0.008976992	0.008976992
399500	-745.33	-745.3195	-0.01048036	0.01048036
400000	-744.3741	-744.3647	-0.009367944	0.009367944
400500	-744.5742	-744.5644	-0.009852931	0.009852931
401000	-744.4066	-744.397	-0.009547794	0.009547794
401500	-744.7712	-744.7611	-0.01006605	0.01006605
402000	-744.4246	-744.4155	-0.009094367	0.009094367
402500	-744.4067	-744.3972	-0.00954835	0.00954835
403000	-744.5028	-744.4938	-0.008948925	0.008948925
403500	-744.8989	-744.8887	-0.01017722	0.01017722
404000	-745.0845	-745.0742	-0.01031823	0.01031823
404500	-744.7745	-744.7658	-0.008656212	0.008656212
405000	-745.5258	-745.5176	-0.008199653	0.008199653
405500	-744.4533	-744.4436	-0.009662462	0.009662462
406000	-746.66	-746.6488	-0.01114064	0.01114064
406500	-744.4129	-744.4037	-0.009124666	0.009124666
407000	-744.8521	-744.8419	-0.01013814	0.01013814
407500	-747.9678	-747.9562	-0.01163281	0.01163281
408000	-744.3996	-744.3901	-0.009524967	0.009524967
408500	-744.374	-744.3646	-0.009364517	0.009364517
409000	-744.4965	-744.4875	-0.008958536	0.008958536
409500	-744.564	-744.5542	-0.00983955	0.00983955
410000	-744.3744	-744.365	-0.009374556	0.009374556
410500	-744.5185	-744.5088	-0.009775299	0.009775299
411000	-748.8467	-748.8347	-0.01192059	0.01192059
411500	-744.4191	-744.41	-0.009108089	0.009108089
412000	-744.3848	-744.3756	-0.009226329	0.009226329
412500	-745.0003	-744.9901	-0.01025674	0.01025674
413000	-744.3783	-744.3689	-0.009420378	0.009420378
413500	-744.3805	-744.371	-0.009436389	0.009436389
414000	-744.4233	-744.4137	-0.009594682	0.009594682
414500	-746.1014	-746.0935	-0.007957025	0.007957025
415000	-745.3929	-745.3846	-0.008264758	0.008264758
415500	-744.4743	-744.4646	-0.009702492	0.009702492
416000	-744.6478	-744.6379	-0.009940918	0.009940918
416500	-744.5441	-744.5343	-0.00981243	0.00981243
417000	-744.3984	-744.3889	-0.009520734	0.009520734
417500	-744.4472	-744.4376	-0.009649885	0.009649885
418000	-744.3807	-744.3714	-0.009250444	0.009250444
418500	-744.966	-744.9574	-0.008512777	0.008512777
419000	-744.3991	-744.3899	-0.00916699	0.00916699
419500	-744.8656	-744.8555	-0.01014963	0.01014963
420000	-744.4226	-744.4131	-0.009593114	0.009593114
420500	-744.5842	-744.5743	-0.009865615	0.009865615
421000	-746.6182	-746.607	-0.01112311	0.01112311
421500	-744.4107	-744.4016	-0.009130648	0.009130648
422000	-744.9818	-744.9716	-0.01024271	0.01024271
422500	-744.3878	-744.3783	-0.009477261	0.009477261
423000	-744.3832	-744.3737	-0.009453209	0.009453209
423500	-744.3887	-744.3795	-0.009207466	0.009207466
424000	-744.3841	-744.3748	-0.009230225	0.009230225
424500	-746.6084	-746.6006	-0.007778765	0.007778765
425000	-744.7472	-744.7385	-0.008679395	0.008679395
425500	-744.983	-744.9727	-0.01024359	0.01024359
426000	-744.736	-744.7259	-0.01003248	0.01003248
426500	-744.3741	-744.3647	-0.009367511	0.009367511
427000	-744.3958	-744.3866	-0.009178764	0.009178764
427500	-745.2452	-745.2348	-0.01042681	0.01042681
428000	-744.3899	-744.3804	-0.009486924	0.009486924
428500	-744.7752	-744.7665	-0.008655615	0.008655615
429000	-744.4195	-744.4099	-0.009584974	0.009584974
429500	-744.3751	-744.3657	-0.009386285	0.009386285
430000	-744.5685	-744.5587	-0.009845478	0.009845478
430500	-745.361	-745.3505	-0.01049943	0.01049943
431000	-744.3737	-744.3644	-0.009333809	0.009333809
431500	-744.3739	-744.3646	-0.009323756	0.009323756
432000	-744.6164	-744.6076	-0.008805523	0.008805523
432500	-744.6694	-744.6607	-0.008750882	0.008750882
433000	-744.515	-744.5061	-0.008930947	0.008930947
433500	-744.4919	-744.4821	-0.009733006	0.009733006
434000	-744.6787	-744.6699	-0.008741914	0.008741914
434500	-744.8102	-744.8015	-0.008627067	0.008627067
435000	-744.5633	-744.5534	-0.009838557	0.009838557
435500	-745.027	-745.0167	-0.01027658	0.01027658
436000	-745.5066	-745.4984	-0.008208802	0.008208802
436500	-744.4943	-744.4845	-0.009736982	0.009736982
437000	-744.7777	-744.7676	-0.01007209	0.01007209
437500	-744.4855	-744.4758	-0.009722183	0.009722183
438000	-744.6344	-744.6244	-0.009925765	0.009925765
438500	-744.3825	-744.3731	-0.009449442	0.009449442
439000	-745.4018	-745.3935	-0.00826024	0.00826024
439500	-744.5224	-744.5135	-0.008920473	0.008920473
440000	-744.4519	-744.4428	-0.009035458	0.009035458
440500	-744.3933	-744.3841	-0.009188106	0.009188106
441000	-745.0993	-745.0889	-0.01032863	0.01032863
441500	-744.3799	-744.3706	-0.009255853	0.009255853
442000	-744.7517	-744.7431	-0.008675454	0.008675454
442500	-744.7921	-744.782	-0.01008531	0.01008531
443000	-744.4168	-744.4077	-0.009113985	0.009113985
443500	-746.3645	-746.3534	-0.01101348	0.01101348
444000	-744.7081	-744.698	-0.01000477	0.01000477
444500	-744.8821	-744.8719	-0.01016342	0.01016342
445000	-744.3743	-744.365	-0.009314502	0.009314502
445500	-744.3761	-744.3667	-0.009399034	0.009399034
446000	-744.4285	-744.4194	-0.009085152	0.009085152
446500	-744.4017	-744.3926	-0.009158089	0.009158089
447000	-744.4776	-744.4679	-0.009708384	0.009708384
447500	-744.469	-744.4593	-0.009692859	0.009692859
448000	-744.4096	-744.4	-0.009557045	0.009557045
448500	-744.4274	-744.4183	-0.009087658	0.009087658
449000	-744.4416	-744.432	-0.009637855	0.009637855
449500	-744.891	-744.8808	-0.01017079	0.01017079
450000	-744.4174	-744.4083	-0.009112329	0.009112329
450500	-744.3866	-744.3774	-0.009217433	0.009217433
451000	-744.3748	-744.3654	-0.009382408	0.009382408
451500	-745.7302	-745.7221	-0.008107119	0.008107119
452000	-745.1526	-745.1423	-0.01036551	0.01036551
452500	-744.3917	-744.3822	-0.009494456	0.009494456
453000	-744.4539	-744.4442	-0.00966356	0.00966356
453500	-744.4429	-744.4339	-0.009053386	0.009053386
454000	-744.5286	-744.5188	-0.009790268	0.009790268
454500	-744.8569	-744.8483	-0.008590792	0.008590792
455000	-744.5805	-744.5706	-0.009860961	0.009860961
455500	-744.7849	-744.7762	-0.008647576	0.008647576
456000	-744.925	-744.9165	-0.008541065	0.008541065
456500	-744.3935	-744.3843	-0.009187557	0.009187557
457000	-744.5463	-744.5365	-0.009815576	0.009815576
457500	-746.0981	-746.0901	-0.007958305	0.007958305
458000	-744.3737	-744.3643	-0.009352378	0.009352378
458500	-744.7445	-744.7358	-0.008681764	0.008681764
459000	-744.4716	-744.4626	-0.00899914	0.00899914
459500	-744.5061	-744.4963	-0.009756012	0.009756012
460000	-744.3868	-744.3776	-0.009216421	0.009216421
460500	-744.4845	-744.4755	-0.008977531	0.008977531
461000	-744.3993	-744.3898	-0.009523764	0.009523764
461500	-745.9906	-745.9826	-0.007999773	0.007999773
462000	-745.3089	-745.3006	-0.008308284	0.008308284
462500	-744.4358	-744.4261	-0.009624839	0.009624839
463000	-744.5736	-744.5648	-0.008854259	0.008854259
463500	-744.756	-744.7473	-0.008671804	0.008671804
464000	-745.9341	-745.9233	-0.01081214	0.01081214
464500	-744.619	-744.6102	-0.008802662	0.008802662
465000	-744.4567	-744.4471	-0.009669328	0.009669328
465500	-744.5952	-744.5854	-0.009879436	0.009879436
466000	-745.0014	-744.9912	-0.01025754	0.01025754
466500	-745.2257	-745.2173	-0.008353578	0.008353578
467000	-744.8436	-744.835	-0.008600925	0.008600925
467500	-745.0463	-745.0378	-0.008460098	0.008460098
468000	-744.4911	-744.4822	-0.008966922	0.008966922
468500	-746.4965	-746.4886	-0.007815991	0.007815991
469000	-744.429	-744.4194	-0.009608853	0.009608853
469500	-744.3835	-744.374	-0.009455086	0.009455086
470000	-745.3563	-745.348	-0.008283475	0.008283475
470500	-744.892	-744.8834	-0.008564767	0.008564767
471000	-744.3743	-744.365	-0.009315089	0.009315089
471500	-744.6529	-744.6429	-0.009946542	0.009946542
472000	-744.4939	-744.485	-0.008962536	0.008962536
472500	-745.6013	-745.5907	-0.01063853	0.01063853
473000	-744.76	-744.7499	-0.01005552	0.01005552
473500	-744.7519	-744.7418	-0.0100478	0.0100478
474000	-744.4001	-744.3909	-0.009163508	0.009163508
474500	-744.6773	-744.6686	-0.008743204	0.008743204
475000	-749.3782	-749.3661	-0.01208316	0.01208316
475500	-744.5312	-744.5223	-0.008908308	0.008908308
476000	-744.4103	-744.4012	-0.009131863	0.009131863
476500	-744.3736	-744.3643	-0.009348949	0.009348949
477000	-744.5435	-744.5346	-0.008891955	0.008891955
477500	-744.3857	-744.3765	-0.009221639	0.009221639
478000	-744.389	-744.3798	-0.009206225	0.009206225
478500	-744.3737	-744.3644	-0.009355315	0.009355315
479000	-744.4267	-744.4176	-0.009089274	0.009089274
479500	-745.1873	-745.179	-0.008375241	0.008375241
480000	-744.3739	-744.3645	-0.009362694	0.009362694
480500	-744.5035	-744.4946	-0.008947813	0.008947813
481000	-744.4751	-744.4662	-0.008993114	0.008993114
481500	-744.3825	-744.3732	-0.00923922	0.00923922
482000	-744.4078	-744.3983	-0.009551687	0.009551687
482500	-745.6679	-745.6597	-0.008134477	0.008134477
483000	-746.0129	-746.0049	-0.007991051	0.007991051
483500	-744.3812	-744.3719	-0.009247116	0.009247116
484000	-744.382	-744.3726	-0.009446377	0.009446377
484500	-744.6142	-744.6043	-0.009902306	0.009902306
485000	-744.4487	-744.4391	-0.009653033	0.009653033
485500	-744.898	-744.8894	-0.008560383	0.008560383
486000	-744.3963	-744.3868	-0.00951294	0.00951294
486500	-744.4459	-744.4362	-0.009647096	0.009647096
487000	-744.5063	-744.4965	-0.009756323	0.009756323
487500	-744.3828	-744.3733	-0.00945107	0.00945107
488000	-744.3738	-744.3645	-0.009328281	0.009328281
488500	-744.4327	-744.4236	-0.009075437	0.009075437
489000	-744.4145	-744.4054	-0.009120159	0.009120159
489500	-745.0023	-744.9921	-0.01025823	0.01025823
490000	-744.445	-744.4354	-0.009645199	0.009645199
490500	-744.3786	-744.3693	-0.009265438	0.009265438
491000	-744.3741	-744.3647	-0.009368663	0.009368663
491500	-744.4215	-744.4119	-0.009590041	0.009590041
492000	-744.4117	-744.4021	-0.009563305	0.009563305
492500	-745.571	-745.5604	-0.01062174	0.01062174
493000	-746.2308	-746.2198	-0.0109532	0.0109532
493500	-744.9049	-744.8963	-0.008555437	0.008555437
494000	-745.2935	-745.2852	-0.008316495	0.008316495
494500	-744.3933	-744.3841	-0.009188347	0.009188347
495000	-744.4006	-744.3915	-0.009161804	0.009161804
495500	-744.8014	-744.7927	-0.008634131	0.008634131
496000	-744.582	-744.5721	-0.009862833	0.009862833
496500	-746.5724	-746.5646	-0.00779063	0.00779063
497000	-744.7504	-744.7417	-0.008676618	0.008676618
497500	-745.4012	-745.3929	-0.008260544	0.008260544
498000	-744.3788	-744.3694	-0.009424556	0.009424556
498500	-745.6924	-745.6817	-0.01068795	0.01068795
499000	-744.552	-744.5431	-0.008881022	0.008881022
499500	-744.9863	-744.9778	-0.008499103	0.008499103
500000	-744.7034	-744.6946	-0.008718604	0.008718604
