Iteration	Posterior	Likelihood	Prior	mu_plumage
81500	-744.6004	-744.5916	-0.008823174	0.008823174
82000	-744.4147	-744.4051	-0.009571847	0.009571847
82500	-744.387	-744.3775	-0.009473466	0.009473466
83000	-744.4364	-744.4268	-0.009626305	0.009626305
83500	-744.4681	-744.4591	-0.009005266	0.009005266
84000	-744.3967	-744.3871	-0.009514168	0.009514168
84500	-746.3832	-746.3722	-0.01102177	0.01102177
85000	-744.9205	-744.9103	-0.01019478	0.01019478
85500	-744.87	-744.8614	-0.008580975	0.008580975
86000	-745.7171	-745.7089	-0.008112837	0.008112837
86500	-744.8407	-744.8321	-0.008603113	0.008603113
87000	-744.542	-744.5331	-0.008893923	0.008893923
87500	-744.3978	-744.3886	-0.009171602	0.009171602
88000	-744.8738	-744.8652	-0.008578134	0.008578134
88500	-744.5608	-744.551	-0.009835279	0.009835279
89000	-744.3915	-744.3823	-0.009195456	0.009195456
89500	-745.8871	-745.8763	-0.01078869	0.01078869
90000	-744.5577	-744.5489	-0.008873741	0.008873741
90500	-744.4297	-744.4206	-0.009082286	0.009082286
91000	-745.6569	-745.6488	-0.00813935	0.00813935
91500	-749.1965	-749.1894	-0.007112882	0.007112882
92000	-744.7303	-744.7216	-0.008694209	0.008694209
92500	-744.3991	-744.3896	-0.009523168	0.009523168
93000	-744.4134	-744.4043	-0.009123193	0.009123193
93500	-744.392	-744.3829	-0.009193246	0.009193246
94000	-744.4313	-744.4222	-0.009078542	0.009078542
94500	-744.8848	-744.8762	-0.008570019	0.008570019
95000	-745.2229	-745.2125	-0.01041234	0.01041234
95500	-746.3492	-746.3382	-0.01100668	0.01100668
96000	-744.3785	-744.3691	-0.00942196	0.00942196
96500	-744.5599	-744.551	-0.008871035	0.008871035
97000	-746.1404	-746.1324	-0.007942376	0.007942376
97500	-744.4294	-744.4203	-0.009082999	0.009082999
98000	-744.5769	-744.568	-0.008850406	0.008850406
98500	-744.5199	-744.511	-0.008924011	0.008924011
99000	-746.6384	-746.6272	-0.0111316	0.0111316
99500	-744.3737	-744.3644	-0.009354981	0.009354981
100000	-744.3921	-744.3829	-0.009193208	0.009193208
100500	-744.3863	-744.3771	-0.009218555	0.009218555
101000	-744.5397	-744.5299	-0.009806315	0.009806315
101500	-744.581	-744.5711	-0.009861587	0.009861587
102000	-745.6907	-745.6826	-0.00812437	0.00812437
102500	-744.8101	-744.8014	-0.008627158	0.008627158
103000	-744.4232	-744.4136	-0.00959454	0.00959454
103500	-745.0265	-745.018	-0.008472751	0.008472751
104000	-745.152	-745.1436	-0.008395725	0.008395725
104500	-744.3922	-744.3827	-0.009496804	0.009496804
105000	-744.3848	-744.3753	-0.009462316	0.009462316
105500	-744.4373	-744.4276	-0.009628198	0.009628198
106000	-747.2469	-747.2393	-0.007584374	0.007584374
106500	-745.8716	-745.8608	-0.01078091	0.01078091
107000	-744.9066	-744.8964	-0.01018349	0.01018349
107500	-744.5652	-744.5554	-0.009841152	0.009841152
108000	-744.6759	-744.6671	-0.008744601	0.008744601
108500	-744.4777	-744.468	-0.009708562	0.009708562
109000	-744.5817	-744.5729	-0.008844612	0.008844612
109500	-744.4586	-744.4496	-0.009022605	0.009022605
110000	-745.0411	-745.0326	-0.008463429	0.008463429
110500	-744.3737	-744.3643	-0.009352284	0.009352284
111000	-744.4332	-744.4242	-0.009074248	0.009074248
111500	-744.4239	-744.4144	-0.009596425	0.009596425
112000	-744.3856	-744.3764	-0.009222308	0.009222308
112500	-744.6868	-744.6781	-0.008734092	0.008734092
113000	-744.4897	-744.4808	-0.008969136	0.008969136
113500	-744.4296	-744.42	-0.009610439	0.009610439
114000	-744.7136	-744.7049	-0.008709245	0.008709245
114500	-744.3736	-744.3643	-0.00933903	0.00933903
115000	-744.3912	-744.3817	-0.009492638	0.009492638
115500	-744.5189	-744.5091	-0.009775888	0.009775888
116000	-744.6237	-744.6149	-0.00879765	0.00879765
116500	-744.3763	-744.3671	-0.009285723	0.009285723
117000	-744.4154	-744.4063	-0.009117782	0.009117782
117500	-744.4085	-744.3989	-0.009553667	0.009553667
118000	-744.5734	-744.5646	-0.008854515	0.008854515
118500	-744.3778	-744.3685	-0.009272293	0.009272293
119000	-744.3821	-744.3729	-0.009241193	0.009241193
119500	-744.5663	-744.5574	-0.008863194	0.008863194
120000	-744.901	-744.8908	-0.01017895	0.01017895
120500	-747.6711	-747.6595	-0.01152903	0.01152903
121000	-744.9945	-744.986	-0.00849367	0.00849367
121500	-744.7223	-744.7123	-0.01001903	0.01001903
122000	-745.162	-745.1536	-0.008389876	0.008389876
122500	-744.415	-744.4059	-0.009118794	0.009118794
123000	-744.4597	-744.4507	-0.009020554	0.009020554
123500	-746.5174	-746.5096	-0.007808945	0.007808945
124000	-744.3892	-744.38	-0.009205365	0.009205365
124500	-744.6873	-744.6773	-0.009983425	0.009983425
125000	-744.439	-744.4294	-0.009632168	0.009632168
125500	-744.4198	-744.4107	-0.009106217	0.009106217
126000	-744.9996	-744.9912	-0.008490251	0.008490251
126500	-745.6498	-745.6417	-0.008142533	0.008142533
127000	-744.3949	-744.3853	-0.009507355	0.009507355
127500	-744.4367	-744.4271	-0.009626901	0.009626901
128000	-745.3494	-745.3411	-0.008287014	0.008287014
128500	-744.4601	-744.451	-0.009019879	0.009019879
129000	-744.5467	-744.5378	-0.008887801	0.008887801
129500	-744.3966	-744.3871	-0.009514	0.009514
130000	-745.2375	-745.2271	-0.01042183	0.01042183
130500	-745.1017	-745.0914	-0.01033034	0.01033034
131000	-744.3786	-744.3691	-0.009422505	0.009422505
131500	-745.2628	-745.2523	-0.01043811	0.01043811
132000	-745.2761	-745.2678	-0.008325837	0.008325837
132500	-744.6392	-744.6304	-0.008781353	0.008781353
133000	-744.5477	-744.5379	-0.009817417	0.009817417
133500	-745.1008	-745.0923	-0.008426298	0.008426298
134000	-744.6264	-744.6176	-0.008794734	0.008794734
134500	-744.419	-744.4098	-0.009108429	0.009108429
135000	-746.4327	-746.4216	-0.01104354	0.01104354
135500	-744.6512	-744.6424	-0.008769074	0.008769074
136000	-746.6147	-746.6069	-0.007776716	0.007776716
136500	-745.4626	-745.452	-0.01055991	0.01055991
137000	-744.518	-744.5082	-0.009774445	0.009774445
137500	-744.4635	-744.4538	-0.009682453	0.009682453
138000	-744.6017	-744.5928	-0.008821757	0.008821757
138500	-744.7212	-744.7111	-0.0100179	0.0100179
139000	-746.1474	-746.1394	-0.007939763	0.007939763
139500	-745.5589	-745.5483	-0.01061494	0.01061494
140000	-744.3816	-744.3724	-0.009244572	0.009244572
140500	-744.3877	-744.3785	-0.009212143	0.009212143
141000	-744.6031	-744.5932	-0.00988899	0.00988899
141500	-744.4224	-744.4128	-0.009592429	0.009592429
142000	-744.3882	-744.379	-0.00920996	0.00920996
142500	-745.6412	-745.6306	-0.0106604	0.0106604
143000	-745.8548	-745.8467	-0.008054477	0.008054477
143500	-746.5224	-746.5146	-0.007807259	0.007807259
144000	-746.6685	-746.6573	-0.01114418	0.01114418
144500	-745.408	-745.3997	-0.008257139	0.008257139
145000	-744.4241	-744.4145	-0.0095968	0.0095968
145500	-744.4631	-744.4541	-0.009014264	0.009014264
146000	-745.8746	-745.8638	-0.01078242	0.01078242
146500	-744.711	-744.701	-0.01000774	0.01000774
147000	-746.4243	-746.4165	-0.007840571	0.007840571
147500	-744.4618	-744.4528	-0.009016667	0.009016667
148000	-746.477	-746.4692	-0.007822574	0.007822574
148500	-744.9789	-744.9704	-0.008504011	0.008504011
149000	-744.6332	-744.6244	-0.008787574	0.008787574
149500	-744.4556	-744.446	-0.009667158	0.009667158
150000	-744.5446	-744.5357	-0.008890516	0.008890516
150500	-744.4861	-744.4764	-0.009723215	0.009723215
151000	-744.4049	-744.3954	-0.009542575	0.009542575
151500	-746.4366	-746.4288	-0.007836335	0.007836335
152000	-746.7501	-746.7389	-0.01117796	0.01117796
152500	-744.7169	-744.7069	-0.01001366	0.01001366
153000	-745.094	-745.0836	-0.01032489	0.01032489
153500	-745.6135	-745.6028	-0.01064523	0.01064523
154000	-744.3808	-744.3713	-0.009438502	0.009438502
154500	-746.4789	-746.4679	-0.01106366	0.01106366
155000	-746.3578	-746.3499	-0.007863677	0.007863677
155500	-744.5744	-744.5646	-0.009853153	0.009853153
156000	-744.3828	-744.3735	-0.009237546	0.009237546
156500	-744.3865	-744.377	-0.009470809	0.009470809
157000	-745.4735	-745.463	-0.0105663	0.0105663
157500	-745.3379	-745.3274	-0.01048526	0.01048526
158000	-745.7576	-745.7495	-0.00809532	0.00809532
158500	-744.4061	-744.3969	-0.009144327	0.009144327
159000	-745.6737	-745.663	-0.01067793	0.01067793
159500	-744.4226	-744.4131	-0.009593114	0.009593114
160000	-746.4634	-746.4555	-0.007827203	0.007827203
160500	-745.5653	-745.5571	-0.008181106	0.008181106
161000	-746.1246	-746.1137	-0.01090395	0.01090395
161500	-744.6807	-744.672	-0.008739932	0.008739932
162000	-744.461	-744.4513	-0.009677577	0.009677577
162500	-746.1198	-746.1089	-0.0109017	0.0109017
163000	-746.1329	-746.125	-0.007945158	0.007945158
163500	-745.5448	-745.5342	-0.01060706	0.01060706
164000	-746.1252	-746.1173	-0.007948052	0.007948052
164500	-744.4488	-744.4392	-0.009653265	0.009653265
165000	-744.5086	-744.4988	-0.009759966	0.009759966
165500	-744.4644	-744.4553	-0.009012043	0.009012043
166000	-744.6965	-744.6865	-0.00999294	0.00999294
166500	-744.7967	-744.7866	-0.01008948	0.01008948
167000	-744.7877	-744.779	-0.008645277	0.008645277
167500	-744.3737	-744.3643	-0.009353213	0.009353213
168000	-744.4581	-744.4491	-0.009023474	0.009023474
168500	-751.3279	-751.3152	-0.0126266	0.0126266
169000	-745.088	-745.0796	-0.00843408	0.00843408
169500	-744.374	-744.3647	-0.009322883	0.009322883
170000	-744.4655	-744.4558	-0.009686257	0.009686257
170500	-744.3737	-744.3643	-0.009350635	0.009350635
171000	-748.9145	-748.9073	-0.007172996	0.007172996
171500	-744.3996	-744.3904	-0.009165197	0.009165197
172000	-744.9003	-744.8901	-0.01017838	0.01017838
172500	-744.6338	-744.625	-0.008786907	0.008786907
173000	-744.4323	-744.4227	-0.009616819	0.009616819
173500	-744.4314	-744.4223	-0.009078365	0.009078365
174000	-744.4491	-744.4401	-0.009040866	0.009040866
174500	-745.4114	-745.4032	-0.008255399	0.008255399
175000	-744.4197	-744.4106	-0.009106492	0.009106492
175500	-746.2513	-746.2434	-0.007901591	0.007901591
176000	-744.8992	-744.889	-0.01017749	0.01017749
176500	-744.8379	-744.8292	-0.008605341	0.008605341
177000	-744.3736	-744.3643	-0.009345737	0.009345737
177500	-745.3899	-745.3816	-0.008266268	0.008266268
178000	-744.5046	-744.4957	-0.008946154	0.008946154
178500	-744.3964	-744.3872	-0.009176586	0.009176586
179000	-745.2168	-745.2063	-0.01040831	0.01040831
179500	-744.403	-744.3934	-0.009536331	0.009536331
180000	-744.383	-744.3735	-0.009452267	0.009452267
180500	-744.3739	-744.3646	-0.009363592	0.009363592
181000	-744.7583	-744.7482	-0.01005391	0.01005391
181500	-744.421	-744.4119	-0.009103237	0.009103237
182000	-744.6413	-744.6325	-0.008779194	0.008779194
182500	-744.6362	-744.6263	-0.009927897	0.009927897
183000	-744.4128	-744.4033	-0.0095665	0.0095665
183500	-746.0945	-746.0836	-0.01088976	0.01088976
184000	-745.2614	-745.2531	-0.008333841	0.008333841
184500	-744.6733	-744.6633	-0.009968627	0.009968627
185000	-745.4375	-745.427	-0.01054526	0.01054526
185500	-745.1523	-745.1419	-0.01036529	0.01036529
186000	-744.3778	-744.3683	-0.009415702	0.009415702
186500	-745.8503	-745.8423	-0.008056314	0.008056314
187000	-744.5202	-744.5104	-0.009777816	0.009777816
187500	-744.4243	-744.4153	-0.009094941	0.009094941
188000	-745.2198	-745.2094	-0.01041029	0.01041029
188500	-744.495	-744.4853	-0.009738253	0.009738253
189000	-744.8964	-744.8878	-0.008561568	0.008561568
189500	-746.8276	-746.8164	-0.01120957	0.01120957
190000	-744.3746	-744.3652	-0.00937897	0.00937897
190500	-744.7284	-744.7197	-0.008695907	0.008695907
191000	-744.753	-744.7443	-0.008674364	0.008674364
191500	-745.8069	-745.7988	-0.008074407	0.008074407
192000	-745.1027	-745.0923	-0.010331	0.010331
192500	-744.8672	-744.857	-0.01015096	0.01015096
193000	-744.5476	-744.5378	-0.009817324	0.009817324
193500	-745.8607	-745.8499	-0.0107754	0.0107754
194000	-744.4606	-744.4516	-0.009018878	0.009018878
194500	-744.9443	-744.9341	-0.01021365	0.01021365
195000	-744.3905	-744.3813	-0.009199603	0.009199603
195500	-745.2227	-745.2123	-0.01041218	0.01041218
196000	-744.8778	-744.8677	-0.01015987	0.01015987
196500	-744.6097	-744.5998	-0.009897023	0.009897023
197000	-744.7089	-744.7002	-0.008713485	0.008713485
197500	-744.4261	-744.4165	-0.009601728	0.009601728
198000	-744.6012	-744.5924	-0.008822254	0.008822254
198500	-746.1621	-746.1542	-0.007934272	0.007934272
199000	-744.3843	-744.3748	-0.009459498	0.009459498
199500	-744.4216	-744.4125	-0.009101753	0.009101753
200000	-744.4001	-744.3909	-0.009163664	0.009163664
200500	-745.9156	-745.9048	-0.01080294	0.01080294
201000	-744.525	-744.5161	-0.008916794	0.008916794
201500	-744.4974	-744.4884	-0.008957189	0.008957189
202000	-744.4347	-744.4251	-0.009622314	0.009622314
202500	-744.4778	-744.4688	-0.008988696	0.008988696
203000	-745.0743	-745.0659	-0.008442523	0.008442523
203500	-744.3746	-744.3652	-0.009378775	0.009378775
204000	-744.3963	-744.3868	-0.009512921	0.009512921
204500	-744.5991	-744.5903	-0.008824639	0.008824639
205000	-744.5229	-744.514	-0.008919818	0.008919818
205500	-745.5768	-745.5686	-0.008175766	0.008175766
206000	-744.617	-744.6071	-0.009905673	0.009905673
206500	-744.4405	-744.4314	-0.009058441	0.009058441
207000	-745.0111	-745.0009	-0.01026482	0.01026482
207500	-744.3763	-744.3669	-0.009401284	0.009401284
208000	-744.9098	-744.9012	-0.0085519	0.0085519
208500	-744.5123	-744.5034	-0.008934825	0.008934825
209000	-745.9177	-745.9069	-0.010804	0.010804
209500	-744.4386	-744.4296	-0.009062408	0.009062408
210000	-744.4041	-744.395	-0.009150451	0.009150451
210500	-744.9597	-744.9495	-0.01022568	0.01022568
211000	-746.1912	-746.1803	-0.01093503	0.01093503
211500	-744.4966	-744.4869	-0.009740798	0.009740798
212000	-744.947	-744.9368	-0.0102158	0.0102158
212500	-745.511	-745.5004	-0.01058786	0.01058786
213000	-744.5324	-744.5235	-0.008906716	0.008906716
213500	-744.552	-744.5422	-0.009823429	0.009823429
214000	-744.5011	-744.4921	-0.008951543	0.008951543
214500	-744.4224	-744.4128	-0.009592443	0.009592443
215000	-745.6873	-745.6792	-0.008125886	0.008125886
215500	-744.7439	-744.7352	-0.008682242	0.008682242
216000	-744.4136	-744.4045	-0.009122648	0.009122648
216500	-744.4358	-744.4262	-0.009624855	0.009624855
217000	-745.3843	-745.3737	-0.01051351	0.01051351
217500	-744.8311	-744.8209	-0.01012	0.01012
218000	-746.7981	-746.7904	-0.007718017	0.007718017
218500	-745.2559	-745.2476	-0.008336843	0.008336843
219000	-747.6416	-747.6341	-0.007476448	0.007476448
219500	-744.4548	-744.4458	-0.00902973	0.00902973
220000	-745.4269	-745.4164	-0.010539	0.010539
220500	-744.3862	-744.3767	-0.009469472	0.009469472
221000	-744.3746	-744.3652	-0.009378108	0.009378108
221500	-744.7498	-744.7397	-0.01004583	0.01004583
222000	-744.6087	-744.5988	-0.009895799	0.009895799
222500	-744.3736	-744.3643	-0.0093438	0.0093438
223000	-744.6172	-744.6083	-0.008804673	0.008804673
223500	-744.6766	-744.6679	-0.008743881	0.008743881
224000	-744.6748	-744.6649	-0.009970326	0.009970326
224500	-744.4778	-744.4681	-0.009708758	0.009708758
225000	-744.6241	-744.6142	-0.009913983	0.009913983
225500	-744.8702	-744.8616	-0.008580823	0.008580823
226000	-745.2042	-745.1959	-0.008365632	0.008365632
226500	-744.629	-744.6191	-0.009919646	0.009919646
227000	-744.3884	-744.3789	-0.009480126	0.009480126
227500	-744.4539	-744.4449	-0.009031481	0.009031481
228000	-744.3766	-744.3672	-0.009404959	0.009404959
228500	-744.452	-744.4429	-0.009035205	0.009035205
229000	-744.6023	-744.5935	-0.00882098	0.00882098
229500	-744.5357	-744.5259	-0.009800506	0.009800506
230000	-744.8472	-744.8386	-0.008598182	0.008598182
230500	-744.5368	-744.527	-0.009802148	0.009802148
231000	-748.0167	-748.0051	-0.01164954	0.01164954
231500	-744.458	-744.4483	-0.009671802	0.009671802
232000	-744.4996	-744.4906	-0.008953766	0.008953766
232500	-744.8204	-744.8102	-0.01011061	0.01011061
233000	-744.6666	-744.6566	-0.009961462	0.009961462
233500	-745.2448	-745.2343	-0.01042653	0.01042653
234000	-744.4106	-744.4011	-0.009560112	0.009560112
234500	-745.0948	-745.0845	-0.01032548	0.01032548
235000	-744.4192	-744.4101	-0.009107733	0.009107733
235500	-745.0754	-745.0669	-0.00844188	0.00844188
236000	-744.3798	-744.3705	-0.009256487	0.009256487
236500	-744.4218	-744.4122	-0.009590857	0.009590857
237000	-744.85	-744.8398	-0.01013636	0.01013636
237500	-744.5066	-744.4969	-0.009756916	0.009756916
238000	-745.3032	-745.2949	-0.008311317	0.008311317
238500	-744.4349	-744.4258	-0.009070644	0.009070644
239000	-744.6288	-744.6188	-0.009919352	0.009919352
239500	-744.4659	-744.4562	-0.009687022	0.009687022
240000	-744.7881	-744.778	-0.01008162	0.01008162
240500	-744.4968	-744.4879	-0.00895798	0.00895798
241000	-744.6483	-744.6384	-0.009941495	0.009941495
241500	-745.0751	-745.0667	-0.008442045	0.008442045
242000	-744.5384	-744.5295	-0.00889862	0.00889862
242500	-744.4848	-744.4758	-0.008977076	0.008977076
243000	-744.5709	-744.5611	-0.009848654	0.009848654
243500	-746.2769	-746.269	-0.007892359	0.007892359
244000	-745.917	-745.9062	-0.01080365	0.01080365
244500	-744.5579	-744.5481	-0.009831432	0.009831432
245000	-744.4099	-744.4003	-0.009557995	0.009557995
245500	-744.4313	-744.4223	-0.009078516	0.009078516
246000	-744.3977	-744.3882	-0.009518144	0.009518144
246500	-744.9096	-744.8995	-0.010186	0.010186
247000	-745.1416	-745.1313	-0.01035801	0.01035801
247500	-745.0188	-745.0085	-0.01027052	0.01027052
248000	-744.4014	-744.3922	-0.009159256	0.009159256
248500	-745.7604	-745.7496	-0.01072385	0.01072385
249000	-744.4578	-744.4487	-0.009024163	0.009024163
249500	-744.5621	-744.5522	-0.009836995	0.009836995
250000	-744.507	-744.4973	-0.009757529	0.009757529
250500	-744.5709	-744.562	-0.008857545	0.008857545
